"","x"
"1",-4.44969362186961
"2",2.00181572883433
"3",3.20207890680079
"4",-5.04037162820154
"5",-1.8825631071026
"6",4.01774570201791
"7",10.261747954526
"8",-3.80129218020257
"9",10.60438754608
"10",6.98882320286938
"11",3.0205307874822
"12",7.56519692766968
"13",13.557586567273
"14",22.0683769007063
"15",22.603323742429
"16",-10.7904667919966
"17",-11.2600325861136
"18",-15.2790493661953
"19",-23.7054665723496
"20",-25.0032066938203
"21",12.3859070817466
"22",13.5781462113501
